Length Units,meter,,,,,,,
Node,X(m),Y(m),Z(m),VX(m/s),VY(m/s),VZ(m/s),(1) 속도 크기 - m/s,
1484 ,292 ,-1042 ,150 ,-1 ,3 ,0 ,3 ,
1485 ,312 ,-1042 ,150 ,-2 ,5 ,0 ,5 ,
1486 ,333 ,-1042 ,150 ,-2 ,8 ,1 ,8 ,
1487 ,353 ,-1042 ,150 ,-2 ,10 ,2 ,11 ,
1488 ,373 ,-1042 ,150 ,-2 ,11 ,2 ,11 ,
1489 ,393 ,-1042 ,150 ,-2 ,9 ,3 ,10 ,
1490 ,414 ,-1042 ,150 ,-1 ,8 ,2 ,9 ,
1491 ,434 ,-1042 ,150 ,-1 ,8 ,2 ,8 ,
1492 ,454 ,-1042 ,150 ,-1 ,10 ,2 ,10 ,
1493 ,474 ,-1042 ,150 ,-1 ,10 ,1 ,10 ,
1494 ,495 ,-1042 ,150 ,0 ,9 ,1 ,9 ,
1495 ,515 ,-1042 ,150 ,-1 ,8 ,0 ,8 ,
1496 ,535 ,-1042 ,150 ,-1 ,7 ,0 ,8 ,
1497 ,555 ,-1042 ,150 ,-1 ,8 ,0 ,8 ,
1498 ,575 ,-1042 ,150 ,-1 ,8 ,1 ,8 ,
1499 ,596 ,-1042 ,150 ,-1 ,5 ,1 ,5 ,
1500 ,616 ,-1042 ,150 ,-1 ,6 ,1 ,7 ,
1501 ,636 ,-1042 ,150 ,-1 ,10 ,2 ,10 ,
1502 ,656 ,-1042 ,150 ,-1 ,11 ,2 ,11 ,
1503 ,677 ,-1042 ,150 ,0 ,10 ,2 ,11 ,
1504 ,697 ,-1042 ,150 ,1 ,11 ,2 ,11 ,
1505 ,717 ,-1042 ,150 ,1 ,10 ,2 ,10 ,
1506 ,737 ,-1042 ,150 ,0 ,8 ,2 ,8 ,
1507 ,758 ,-1042 ,150 ,1 ,5 ,2 ,5 ,
1508 ,778 ,-1042 ,150 ,0 ,0 ,1 ,1 ,
1509 ,798 ,-1042 ,150 ,0 ,0 ,0 ,0 ,
1510 ,818 ,-1042 ,150 ,-3 ,5 ,-1 ,6 ,
1511 ,839 ,-1042 ,150 ,-3 ,6 ,0 ,7 ,
1512 ,859 ,-1042 ,150 ,0 ,0 ,0 ,0 ,
1513 ,879 ,-1042 ,150 ,0 ,0 ,0 ,0 ,
1514 ,899 ,-1042 ,150 ,0 ,0 ,0 ,0 ,
1515 ,920 ,-1042 ,150 ,2 ,3 ,1 ,3 ,
1516 ,940 ,-1042 ,150 ,1 ,1 ,1 ,2 ,
1517 ,960 ,-1042 ,150 ,-1 ,0 ,1 ,2 ,
1518 ,980 ,-1042 ,150 ,-2 ,1 ,2 ,3 ,
1519 ,1001 ,-1042 ,150 ,-4 ,1 ,2 ,4 ,
1520 ,1021 ,-1042 ,150 ,-2 ,4 ,2 ,4 ,
1521 ,1041 ,-1042 ,150 ,0 ,7 ,2 ,7 ,
1522 ,1061 ,-1042 ,150 ,0 ,7 ,1 ,7 ,
1523 ,1081 ,-1042 ,150 ,0 ,3 ,1 ,3 ,
1524 ,1102 ,-1042 ,150 ,-1 ,2 ,0 ,2 ,
1525 ,1122 ,-1042 ,150 ,-1 ,4 ,0 ,4 ,
1526 ,1142 ,-1042 ,150 ,-1 ,6 ,1 ,6 ,
1527 ,1162 ,-1042 ,150 ,-1 ,6 ,1 ,6 ,
1528 ,1183 ,-1042 ,150 ,0 ,4 ,1 ,5 ,
1529 ,1203 ,-1042 ,150 ,0 ,2 ,0 ,2 ,
1530 ,1223 ,-1042 ,150 ,0 ,0 ,0 ,0 ,
1531 ,1243 ,-1042 ,150 ,0 ,0 ,0 ,0 ,
1532 ,1264 ,-1042 ,150 ,2 ,6 ,0 ,6 ,
1533 ,1284 ,-1042 ,150 ,2 ,6 ,0 ,6 ,
1534 ,1304 ,-1042 ,150 ,1 ,8 ,1 ,8 ,
1535 ,1324 ,-1042 ,150 ,1 ,12 ,1 ,13 ,
1536 ,1345 ,-1042 ,150 ,1 ,13 ,1 ,14 ,
1537 ,1365 ,-1042 ,150 ,1 ,14 ,1 ,14 ,
1538 ,1385 ,-1042 ,150 ,0 ,14 ,0 ,14 ,
1539 ,1405 ,-1042 ,150 ,0 ,13 ,0 ,13 ,
1540 ,-214 ,-1022 ,150 ,0 ,13 ,0 ,13 ,
1541 ,-194 ,-1022 ,150 ,0 ,13 ,0 ,13 ,
1542 ,-173 ,-1022 ,150 ,-1 ,13 ,0 ,13 ,
1543 ,-153 ,-1022 ,150 ,-1 ,13 ,0 ,13 ,
1544 ,-133 ,-1022 ,150 ,-1 ,13 ,0 ,13 ,
1545 ,-113 ,-1022 ,150 ,-2 ,13 ,0 ,13 ,
1546 ,-92 ,-1022 ,150 ,-2 ,13 ,0 ,14 ,
1547 ,-72 ,-1022 ,150 ,-2 ,14 ,0 ,14 ,
1548 ,-52 ,-1022 ,150 ,-3 ,14 ,0 ,14 ,
1549 ,-32 ,-1022 ,150 ,-3 ,14 ,-1 ,14 ,
1550 ,-11 ,-1022 ,150 ,-4 ,13 ,-1 ,13 ,
1551 ,9 ,-1022 ,150 ,-3 ,10 ,0 ,11 ,
1552 ,29 ,-1022 ,150 ,-1 ,4 ,0 ,4 ,
1553 ,49 ,-1022 ,150 ,-1 ,-2 ,1 ,2 ,
1554 ,70 ,-1022 ,150 ,0 ,0 ,0 ,0 ,
1555 ,90 ,-1022 ,150 ,0 ,0 ,0 ,0 ,
1556 ,110 ,-1022 ,150 ,-2 ,1 ,2 ,3 ,
1557 ,130 ,-1022 ,150 ,-2 ,1 ,2 ,3 ,
1558 ,150 ,-1022 ,150 ,-3 ,2 ,2 ,4 ,
1559 ,171 ,-1022 ,150 ,0 ,0 ,0 ,0 ,
1560 ,191 ,-1022 ,150 ,0 ,0 ,0 ,0 ,
1561 ,211 ,-1022 ,150 ,2 ,4 ,1 ,4 ,
1562 ,231 ,-1022 ,150 ,4 ,12 ,2 ,13 ,
1563 ,252 ,-1022 ,150 ,2 ,11 ,2 ,11 ,
1564 ,272 ,-1022 ,150 ,1 ,6 ,1 ,6 ,
1565 ,292 ,-1022 ,150 ,-1 ,3 ,0 ,3 ,
1566 ,312 ,-1022 ,150 ,-2 ,5 ,0 ,5 ,
1567 ,333 ,-1022 ,150 ,-2 ,8 ,0 ,8 ,
1568 ,353 ,-1022 ,150 ,-1 ,10 ,1 ,10 ,
1569 ,373 ,-1022 ,150 ,-1 ,10 ,2 ,10 ,
1570 ,393 ,-1022 ,150 ,-1 ,8 ,2 ,9 ,
1571 ,414 ,-1022 ,150 ,-1 ,7 ,2 ,7 ,
1572 ,434 ,-1022 ,150 ,-1 ,7 ,2 ,8 ,
1573 ,454 ,-1022 ,150 ,-1 ,9 ,1 ,9 ,
1574 ,474 ,-1022 ,150 ,-1 ,9 ,1 ,9 ,
1575 ,495 ,-1022 ,150 ,0 ,9 ,1 ,9 ,
1576 ,515 ,-1022 ,150 ,-1 ,8 ,0 ,8 ,
1577 ,535 ,-1022 ,150 ,-1 ,8 ,0 ,8 ,
1578 ,555 ,-1022 ,150 ,-1 ,8 ,0 ,8 ,
1579 ,575 ,-1022 ,150 ,-1 ,7 ,1 ,7 ,
1580 ,596 ,-1022 ,150 ,-1 ,5 ,1 ,5 ,
1581 ,616 ,-1022 ,150 ,-2 ,7 ,1 ,7 ,
1582 ,636 ,-1022 ,150 ,-2 ,9 ,1 ,9 ,
1583 ,656 ,-1022 ,150 ,-1 ,8 ,2 ,8 ,
1584 ,677 ,-1022 ,150 ,1 ,8 ,2 ,8 ,
1585 ,697 ,-1022 ,150 ,2 ,9 ,2 ,10 ,
1586 ,717 ,-1022 ,150 ,1 ,10 ,1 ,10 ,
1587 ,737 ,-1022 ,150 ,1 ,8 ,2 ,8 ,
1588 ,758 ,-1022 ,150 ,0 ,5 ,2 ,5 ,
1589 ,778 ,-1022 ,150 ,0 ,1 ,1 ,2 ,
1590 ,798 ,-1022 ,150 ,-2 ,2 ,0 ,3 ,
1591 ,818 ,-1022 ,150 ,-2 ,5 ,0 ,5 ,
1592 ,839 ,-1022 ,150 ,-2 ,5 ,0 ,5 ,
1593 ,859 ,-1022 ,150 ,0 ,0 ,0 ,0 ,
1594 ,879 ,-1022 ,150 ,0 ,0 ,0 ,0 ,
1595 ,899 ,-1022 ,150 ,0 ,0 ,0 ,0 ,
1596 ,920 ,-1022 ,150 ,1 ,3 ,1 ,4 ,
1597 ,940 ,-1022 ,150 ,0 ,2 ,1 ,3 ,
1598 ,960 ,-1022 ,150 ,-1 ,2 ,1 ,3 ,
1599 ,980 ,-1022 ,150 ,-2 ,1 ,1 ,3 ,
1600 ,1001 ,-1022 ,150 ,0 ,0 ,0 ,0 ,
1601 ,1021 ,-1022 ,150 ,0 ,0 ,0 ,0 ,
1602 ,1041 ,-1022 ,150 ,1 ,6 ,1 ,6 ,
1603 ,1061 ,-1022 ,150 ,1 ,6 ,1 ,6 ,
1604 ,1081 ,-1022 ,150 ,0 ,3 ,1 ,4 ,
1605 ,1102 ,-1022 ,150 ,0 ,2 ,0 ,2 ,
1606 ,1122 ,-1022 ,150 ,-1 ,4 ,0 ,4 ,
1607 ,1142 ,-1022 ,150 ,-1 ,6 ,0 ,6 ,
1608 ,1162 ,-1022 ,150 ,-1 ,6 ,0 ,6 ,
1609 ,1183 ,-1022 ,150 ,-1 ,4 ,-1 ,4 ,
1610 ,1203 ,-1022 ,150 ,1 ,1 ,-2 ,2 ,
1611 ,1223 ,-1022 ,150 ,3 ,2 ,-2 ,4 ,
1612 ,1243 ,-1022 ,150 ,0 ,0 ,0 ,0 ,
1613 ,1264 ,-1022 ,150 ,0 ,3 ,1 ,3 ,
1614 ,1284 ,-1022 ,150 ,1 ,7 ,0 ,7 ,
1615 ,1304 ,-1022 ,150 ,1 ,8 ,1 ,9 ,
1616 ,1324 ,-1022 ,150 ,1 ,12 ,1 ,12 ,
1617 ,1345 ,-1022 ,150 ,1 ,13 ,1 ,14 ,
1618 ,1365 ,-1022 ,150 ,1 ,14 ,1 ,14 ,
1619 ,1385 ,-1022 ,150 ,0 ,14 ,1 ,14 ,
1620 ,1405 ,-1022 ,150 ,0 ,14 ,0 ,14 ,
1621 ,-214 ,-1002 ,150 ,0 ,13 ,0 ,13 ,
1622 ,-194 ,-1002 ,150 ,0 ,13 ,0 ,13 ,
1623 ,-173 ,-1002 ,150 ,-1 ,13 ,0 ,13 ,
1624 ,-153 ,-1002 ,150 ,-1 ,13 ,0 ,13 ,
1625 ,-133 ,-1002 ,150 ,-1 ,13 ,0 ,13 ,
1626 ,-113 ,-1002 ,150 ,-1 ,14 ,0 ,14 ,
1627 ,-92 ,-1002 ,150 ,-2 ,14 ,0 ,14 ,
1628 ,-72 ,-1002 ,150 ,-2 ,14 ,0 ,14 ,
1629 ,-52 ,-1002 ,150 ,-2 ,14 ,0 ,14 ,
1630 ,-32 ,-1002 ,150 ,-3 ,14 ,-1 ,14 ,
1631 ,-11 ,-1002 ,150 ,-3 ,12 ,-1 ,13 ,
1632 ,9 ,-1002 ,150 ,-2 ,9 ,0 ,9 ,
1633 ,29 ,-1002 ,150 ,-1 ,3 ,1 ,3 ,
1634 ,49 ,-1002 ,150 ,-1 ,-2 ,1 ,3 ,
1635 ,70 ,-1002 ,150 ,-3 ,0 ,2 ,3 ,
1636 ,90 ,-1002 ,150 ,-2 ,1 ,2 ,3 ,
1637 ,110 ,-1002 ,150 ,-2 ,1 ,2 ,2 ,
1638 ,130 ,-1002 ,150 ,-1 ,1 ,2 ,2 ,
1639 ,150 ,-1002 ,150 ,0 ,0 ,2 ,2 ,
1640 ,171 ,-1002 ,150 ,0 ,0 ,0 ,0 ,
1641 ,191 ,-1002 ,150 ,0 ,0 ,0 ,0 ,
1642 ,211 ,-1002 ,150 ,0 ,0 ,0 ,0 ,
1643 ,231 ,-1002 ,150 ,2 ,12 ,2 ,12 ,
1644 ,252 ,-1002 ,150 ,2 ,11 ,2 ,11 ,
1645 ,272 ,-1002 ,150 ,1 ,7 ,1 ,7 ,
1646 ,292 ,-1002 ,150 ,-1 ,4 ,0 ,4 ,
1647 ,312 ,-1002 ,150 ,-2 ,4 ,0 ,5 ,
1648 ,333 ,-1002 ,150 ,-1 ,6 ,0 ,6 ,
1649 ,353 ,-1002 ,150 ,0 ,8 ,0 ,8 ,
1650 ,373 ,-1002 ,150 ,0 ,9 ,1 ,9 ,
1651 ,393 ,-1002 ,150 ,-1 ,8 ,1 ,8 ,
1652 ,414 ,-1002 ,150 ,-1 ,6 ,1 ,6 ,
1653 ,434 ,-1002 ,150 ,-1 ,7 ,1 ,7 ,
1654 ,454 ,-1002 ,150 ,-1 ,8 ,1 ,8 ,
1655 ,474 ,-1002 ,150 ,-1 ,9 ,1 ,9 ,
1656 ,495 ,-1002 ,150 ,-1 ,8 ,1 ,8 ,
1657 ,515 ,-1002 ,150 ,-1 ,8 ,0 ,8 ,
1658 ,535 ,-1002 ,150 ,-1 ,8 ,0 ,8 ,
1659 ,555 ,-1002 ,150 ,-1 ,7 ,0 ,7 ,
1660 ,575 ,-1002 ,150 ,-1 ,7 ,0 ,7 ,
1661 ,596 ,-1002 ,150 ,-1 ,6 ,0 ,6 ,
1662 ,616 ,-1002 ,150 ,-2 ,7 ,0 ,7 ,
1663 ,636 ,-1002 ,150 ,-4 ,7 ,1 ,8 ,
1664 ,656 ,-1002 ,150 ,-3 ,5 ,1 ,6 ,
1665 ,677 ,-1002 ,150 ,0 ,0 ,0 ,0 ,
1666 ,697 ,-1002 ,150 ,4 ,8 ,1 ,9 ,
1667 ,717 ,-1002 ,150 ,2 ,10 ,1 ,10 ,
1668 ,737 ,-1002 ,150 ,1 ,8 ,1 ,8 ,
1669 ,758 ,-1002 ,150 ,0 ,5 ,1 ,5 ,
1670 ,778 ,-1002 ,150 ,0 ,2 ,1 ,2 ,
1671 ,798 ,-1002 ,150 ,-1 ,3 ,0 ,3 ,
1672 ,818 ,-1002 ,150 ,-1 ,5 ,0 ,5 ,
1673 ,839 ,-1002 ,150 ,0 ,4 ,0 ,4 ,
1674 ,859 ,-1002 ,150 ,0 ,-1 ,2 ,2 ,
1675 ,879 ,-1002 ,150 ,0 ,0 ,0 ,0 ,
1676 ,899 ,-1002 ,150 ,0 ,0 ,0 ,0 ,
1677 ,920 ,-1002 ,150 ,0 ,3 ,1 ,3 ,
1678 ,940 ,-1002 ,150 ,0 ,3 ,1 ,3 ,
1679 ,960 ,-1002 ,150 ,0 ,3 ,1 ,3 ,
1680 ,980 ,-1002 ,150 ,0 ,0 ,0 ,0 ,
1681 ,1001 ,-1002 ,150 ,0 ,0 ,0 ,0 ,
1682 ,1021 ,-1002 ,150 ,0 ,0 ,0 ,0 ,
1683 ,1041 ,-1002 ,150 ,2 ,6 ,1 ,6 ,
1684 ,1061 ,-1002 ,150 ,0 ,6 ,1 ,6 ,
1685 ,1081 ,-1002 ,150 ,0 ,3 ,0 ,3 ,
1686 ,1102 ,-1002 ,150 ,0 ,2 ,0 ,2 ,
1687 ,1122 ,-1002 ,150 ,0 ,4 ,0 ,4 ,
1688 ,1142 ,-1002 ,150 ,-1 ,6 ,0 ,6 ,
1689 ,1162 ,-1002 ,150 ,-1 ,6 ,0 ,6 ,
1690 ,1183 ,-1002 ,150 ,-2 ,4 ,-2 ,5 ,
1691 ,1203 ,-1002 ,150 ,0 ,0 ,0 ,0 ,
1692 ,1223 ,-1002 ,150 ,1 ,3 ,-2 ,4 ,
1693 ,1243 ,-1002 ,150 ,2 ,3 ,-1 ,3 ,
1694 ,1264 ,-1002 ,150 ,0 ,3 ,0 ,3 ,
1695 ,1284 ,-1002 ,150 ,1 ,6 ,1 ,6 ,
1696 ,1304 ,-1002 ,150 ,1 ,9 ,1 ,9 ,
1697 ,1324 ,-1002 ,150 ,0 ,12 ,1 ,12 ,
1698 ,1345 ,-1002 ,150 ,1 ,13 ,1 ,13 ,
1699 ,1365 ,-1002 ,150 ,0 ,14 ,1 ,14 ,
1700 ,1385 ,-1002 ,150 ,0 ,14 ,1 ,14 ,
1701 ,1405 ,-1002 ,150 ,0 ,14 ,0 ,14 ,
1702 ,-214 ,-982 ,150 ,0 ,13 ,0 ,13 ,
1703 ,-194 ,-982 ,150 ,0 ,13 ,0 ,13 ,
1704 ,-173 ,-982 ,150 ,-1 ,13 ,0 ,13 ,
1705 ,-153 ,-982 ,150 ,-1 ,13 ,0 ,13 ,
1706 ,-133 ,-982 ,150 ,-1 ,14 ,0 ,14 ,
1707 ,-113 ,-982 ,150 ,-1 ,14 ,0 ,14 ,
1708 ,-92 ,-982 ,150 ,-2 ,14 ,0 ,14 ,
1709 ,-72 ,-982 ,150 ,-2 ,14 ,0 ,14 ,
1710 ,-52 ,-982 ,150 ,-2 ,14 ,0 ,14 ,
1711 ,-32 ,-982 ,150 ,-2 ,14 ,-1 ,14 ,
1712 ,-11 ,-982 ,150 ,-2 ,12 ,-1 ,12 ,
1713 ,9 ,-982 ,150 ,-2 ,8 ,0 ,8 ,
1714 ,29 ,-982 ,150 ,-1 ,2 ,1 ,3 ,
1715 ,49 ,-982 ,150 ,-2 ,0 ,1 ,2 ,
1716 ,70 ,-982 ,150 ,-3 ,0 ,2 ,3 ,
1717 ,90 ,-982 ,150 ,-2 ,0 ,2 ,3 ,
1718 ,110 ,-982 ,150 ,-2 ,0 ,2 ,3 ,
1719 ,130 ,-982 ,150 ,-2 ,-1 ,2 ,3 ,
1720 ,150 ,-982 ,150 ,-2 ,-1 ,2 ,3 ,
1721 ,171 ,-982 ,150 ,-2 ,0 ,2 ,3 ,
1722 ,191 ,-982 ,150 ,-2 ,0 ,2 ,3 ,
1723 ,211 ,-982 ,150 ,-5 ,3 ,3 ,6 ,
1724 ,231 ,-982 ,150 ,-1 ,7 ,2 ,8 ,
1725 ,252 ,-982 ,150 ,2 ,10 ,2 ,10 ,
1726 ,272 ,-982 ,150 ,1 ,8 ,1 ,8 ,
1727 ,292 ,-982 ,150 ,-1 ,5 ,0 ,5 ,
1728 ,312 ,-982 ,150 ,-2 ,5 ,-1 ,5 ,
1729 ,333 ,-982 ,150 ,0 ,0 ,0 ,0 ,
1730 ,353 ,-982 ,150 ,2 ,8 ,-1 ,8 ,
1731 ,373 ,-982 ,150 ,1 ,8 ,0 ,8 ,
1732 ,393 ,-982 ,150 ,0 ,7 ,1 ,7 ,
1733 ,414 ,-982 ,150 ,0 ,6 ,1 ,6 ,
1734 ,434 ,-982 ,150 ,-1 ,6 ,1 ,6 ,
1735 ,454 ,-982 ,150 ,-1 ,7 ,1 ,8 ,
1736 ,474 ,-982 ,150 ,-1 ,8 ,1 ,8 ,
1737 ,495 ,-982 ,150 ,-1 ,8 ,0 ,8 ,
1738 ,515 ,-982 ,150 ,-1 ,8 ,0 ,8 ,
1739 ,535 ,-982 ,150 ,-1 ,8 ,0 ,8 ,
1740 ,555 ,-982 ,150 ,-1 ,7 ,0 ,7 ,
1741 ,575 ,-982 ,150 ,-1 ,7 ,0 ,7 ,
1742 ,596 ,-982 ,150 ,-1 ,6 ,0 ,6 ,
1743 ,616 ,-982 ,150 ,-3 ,7 ,0 ,8 ,
1744 ,636 ,-982 ,150 ,-6 ,4 ,-1 ,8 ,
1745 ,656 ,-982 ,150 ,0 ,0 ,0 ,0 ,
1746 ,677 ,-982 ,150 ,0 ,0 ,0 ,0 ,
1747 ,697 ,-982 ,150 ,1 ,7 ,0 ,7 ,
1748 ,717 ,-982 ,150 ,2 ,9 ,1 ,10 ,
1749 ,737 ,-982 ,150 ,1 ,8 ,1 ,8 ,
1750 ,758 ,-982 ,150 ,0 ,5 ,1 ,5 ,
1751 ,778 ,-982 ,150 ,0 ,3 ,1 ,3 ,
1752 ,798 ,-982 ,150 ,-1 ,3 ,0 ,3 ,
1753 ,818 ,-982 ,150 ,0 ,4 ,0 ,4 ,
1754 ,839 ,-982 ,150 ,0 ,3 ,1 ,3 ,
1755 ,859 ,-982 ,150 ,0 ,0 ,2 ,2 ,
1756 ,879 ,-982 ,150 ,0 ,-1 ,2 ,2 ,
1757 ,899 ,-982 ,150 ,0 ,0 ,2 ,2 ,
1758 ,920 ,-982 ,150 ,-1 ,2 ,1 ,3 ,
1759 ,940 ,-982 ,150 ,0 ,3 ,1 ,3 ,
1760 ,960 ,-982 ,150 ,0 ,2 ,1 ,3 ,
1761 ,980 ,-982 ,150 ,0 ,1 ,1 ,1 ,
1762 ,1001 ,-982 ,150 ,0 ,0 ,0 ,0 ,
1763 ,1021 ,-982 ,150 ,0 ,0 ,0 ,0 ,
1764 ,1041 ,-982 ,150 ,-2 ,5 ,1 ,6 ,
1765 ,1061 ,-982 ,150 ,-1 ,5 ,1 ,5 ,
1766 ,1081 ,-982 ,150 ,0 ,1 ,0 ,1 ,
1767 ,1102 ,-982 ,150 ,1 ,2 ,0 ,3 ,
1768 ,1122 ,-982 ,150 ,0 ,5 ,0 ,5 ,
1769 ,1142 ,-982 ,150 ,0 ,6 ,0 ,6 ,
1770 ,1162 ,-982 ,150 ,0 ,6 ,0 ,6 ,
1771 ,1183 ,-982 ,150 ,1 ,3 ,0 ,3 ,
1772 ,1203 ,-982 ,150 ,0 ,0 ,0 ,0 ,
1773 ,1223 ,-982 ,150 ,-1 ,2 ,0 ,2 ,
1774 ,1243 ,-982 ,150 ,0 ,4 ,-1 ,4 ,
1775 ,1264 ,-982 ,150 ,0 ,4 ,0 ,4 ,
1776 ,1284 ,-982 ,150 ,0 ,6 ,1 ,6 ,
1777 ,1304 ,-982 ,150 ,0 ,9 ,1 ,9 ,
1778 ,1324 ,-982 ,150 ,0 ,12 ,1 ,12 ,
1779 ,1345 ,-982 ,150 ,0 ,13 ,1 ,13 ,
1780 ,1365 ,-982 ,150 ,0 ,14 ,1 ,14 ,
1781 ,1385 ,-982 ,150 ,0 ,14 ,1 ,14 ,
1782 ,1405 ,-982 ,150 ,0 ,14 ,0 ,14 ,
1783 ,-214 ,-962 ,150 ,0 ,13 ,0 ,13 ,
1784 ,-194 ,-962 ,150 ,0 ,13 ,0 ,13 ,
1785 ,-173 ,-962 ,150 ,0 ,14 ,0 ,14 ,
1786 ,-153 ,-962 ,150 ,-1 ,14 ,0 ,14 ,
1787 ,-133 ,-962 ,150 ,-1 ,14 ,0 ,14 ,
1788 ,-113 ,-962 ,150 ,-1 ,14 ,0 ,14 ,
1789 ,-92 ,-962 ,150 ,-1 ,14 ,0 ,14 ,
1790 ,-72 ,-962 ,150 ,-2 ,14 ,0 ,14 ,
1791 ,-52 ,-962 ,150 ,-2 ,14 ,0 ,14 ,
1792 ,-32 ,-962 ,150 ,-2 ,14 ,0 ,14 ,
1793 ,-11 ,-962 ,150 ,-2 ,11 ,0 ,12 ,
1794 ,9 ,-962 ,150 ,-1 ,7 ,0 ,7 ,
1795 ,29 ,-962 ,150 ,-1 ,2 ,1 ,3 ,
1796 ,49 ,-962 ,150 ,-2 ,0 ,1 ,2 ,
1797 ,70 ,-962 ,150 ,-3 ,0 ,1 ,3 ,
1798 ,90 ,-962 ,150 ,-3 ,0 ,2 ,3 ,
1799 ,110 ,-962 ,150 ,-3 ,0 ,2 ,3 ,
1800 ,130 ,-962 ,150 ,-3 ,-1 ,2 ,4 ,
1801 ,150 ,-962 ,150 ,-4 ,0 ,2 ,4 ,
1802 ,171 ,-962 ,150 ,-4 ,0 ,2 ,5 ,
1803 ,191 ,-962 ,150 ,-5 ,1 ,2 ,6 ,
1804 ,211 ,-962 ,150 ,0 ,0 ,0 ,0 ,
1805 ,231 ,-962 ,150 ,0 ,0 ,0 ,0 ,
1806 ,252 ,-962 ,150 ,3 ,8 ,2 ,9 ,
1807 ,272 ,-962 ,150 ,2 ,9 ,1 ,9 ,
1808 ,292 ,-962 ,150 ,0 ,6 ,0 ,6 ,
1809 ,312 ,-962 ,150 ,0 ,1 ,-1 ,2 ,
1810 ,333 ,-962 ,150 ,-1 ,0 ,-2 ,2 ,
1811 ,353 ,-962 ,150 ,0 ,5 ,-2 ,5 ,
1812 ,373 ,-962 ,150 ,2 ,8 ,-1 ,8 ,
1813 ,393 ,-962 ,150 ,1 ,7 ,0 ,7 ,
1814 ,414 ,-962 ,150 ,0 ,6 ,1 ,6 ,
1815 ,434 ,-962 ,150 ,0 ,6 ,1 ,6 ,
1816 ,454 ,-962 ,150 ,0 ,6 ,1 ,7 ,
1817 ,474 ,-962 ,150 ,0 ,7 ,1 ,8 ,
1818 ,495 ,-962 ,150 ,0 ,8 ,0 ,8 ,
1819 ,515 ,-962 ,150 ,-1 ,8 ,0 ,8 ,
1820 ,535 ,-962 ,150 ,-1 ,8 ,0 ,8 ,
1821 ,555 ,-962 ,150 ,0 ,7 ,0 ,7 ,
1822 ,575 ,-962 ,150 ,-1 ,7 ,0 ,7 ,
1823 ,596 ,-962 ,150 ,-1 ,7 ,0 ,7 ,
1824 ,616 ,-962 ,150 ,-1 ,6 ,0 ,7 ,
1825 ,636 ,-962 ,150 ,0 ,0 ,0 ,0 ,
1826 ,656 ,-962 ,150 ,0 ,0 ,1 ,1 ,
1827 ,677 ,-962 ,150 ,1 ,-1 ,2 ,2 ,
1828 ,697 ,-962 ,150 ,1 ,4 ,1 ,4 ,
1829 ,717 ,-962 ,150 ,1 ,9 ,0 ,9 ,
1830 ,737 ,-962 ,150 ,1 ,8 ,1 ,8 ,
1831 ,758 ,-962 ,150 ,0 ,5 ,1 ,5 ,
1832 ,778 ,-962 ,150 ,0 ,3 ,1 ,3 ,
1833 ,798 ,-962 ,150 ,0 ,4 ,0 ,4 ,
1834 ,818 ,-962 ,150 ,0 ,4 ,0 ,4 ,
1835 ,839 ,-962 ,150 ,0 ,3 ,1 ,3 ,
1836 ,859 ,-962 ,150 ,0 ,1 ,2 ,2 ,
1837 ,879 ,-962 ,150 ,0 ,0 ,0 ,0 ,
1838 ,899 ,-962 ,150 ,0 ,1 ,1 ,2 ,
1839 ,920 ,-962 ,150 ,0 ,2 ,0 ,2 ,
1840 ,940 ,-962 ,150 ,0 ,3 ,1 ,3 ,
1841 ,960 ,-962 ,150 ,0 ,3 ,1 ,3 ,
1842 ,980 ,-962 ,150 ,0 ,1 ,1 ,2 ,
1843 ,1001 ,-962 ,150 ,-1 ,1 ,1 ,2 ,
1844 ,1021 ,-962 ,150 ,-3 ,2 ,1 ,4 ,
1845 ,1041 ,-962 ,150 ,-5 ,3 ,1 ,6 ,
1846 ,1061 ,-962 ,150 ,-1 ,2 ,1 ,2 ,
1847 ,1081 ,-962 ,150 ,0 ,0 ,0 ,0 ,
1848 ,1102 ,-962 ,150 ,0 ,0 ,0 ,0 ,
1849 ,1122 ,-962 ,150 ,0 ,6 ,0 ,6 ,
1850 ,1142 ,-962 ,150 ,0 ,6 ,0 ,6 ,
1851 ,1162 ,-962 ,150 ,0 ,5 ,0 ,5 ,
1852 ,1183 ,-962 ,150 ,0 ,3 ,0 ,3 ,
1853 ,1203 ,-962 ,150 ,0 ,0 ,2 ,2 ,
1854 ,1223 ,-962 ,150 ,-1 ,2 ,0 ,2 ,
1855 ,1243 ,-962 ,150 ,0 ,4 ,0 ,4 ,
1856 ,1264 ,-962 ,150 ,0 ,4 ,0 ,4 ,
1857 ,1284 ,-962 ,150 ,0 ,6 ,1 ,6 ,
1858 ,1304 ,-962 ,150 ,0 ,9 ,1 ,9 ,
1859 ,1324 ,-962 ,150 ,0 ,12 ,1 ,12 ,
1860 ,1345 ,-962 ,150 ,0 ,13 ,1 ,14 ,
1861 ,1365 ,-962 ,150 ,0 ,14 ,1 ,14 ,
1862 ,1385 ,-962 ,150 ,0 ,14 ,1 ,14 ,
1863 ,1405 ,-962 ,150 ,0 ,14 ,0 ,14 ,
1864 ,-214 ,-942 ,150 ,0 ,13 ,0 ,13 ,
